feature,gain
feature_3320,0.0
feature_3318,0.0
feature_3317,0.0
feature_3316,0.0
feature_3302,0.0
feature_3314,0.0
feature_3313,0.0
feature_3312,0.0
feature_3311,0.0
feature_3310,0.0
feature_3309,0.0
feature_3308,0.0
feature_3307,0.0
feature_3306,0.0
feature_3305,0.0
feature_3304,0.0
feature_3303,0.0
feature_3315,0.0
feature_3245,0.0
feature_3244,0.0
feature_3243,0.0
feature_3242,0.0
feature_3241,0.0
feature_3240,0.0
feature_3239,0.0
feature_3238,0.0
feature_3237,0.0
feature_3236,0.0
feature_3235,0.0
feature_3275,0.0
feature_3233,0.0
feature_3232,0.0
feature_3231,0.0
feature_3230,0.0
feature_3229,0.0
feature_3228,0.0
feature_3227,0.0
feature_3225,0.0
feature_3224,0.0
feature_3223,0.0
feature_3222,0.0
feature_3234,0.0
feature_3274,0.0
feature_3273,0.0
feature_3272,0.0
feature_3271,0.0
feature_3270,0.0
feature_3269,0.0
feature_3268,0.0
feature_3266,0.0
feature_3265,0.0
feature_3263,0.0
feature_3261,0.0
feature_3246,0.0
feature_3258,0.0
feature_3257,0.0
feature_3256,0.0
feature_3255,0.0
feature_3254,0.0
feature_3253,0.0
feature_3252,0.0
feature_3251,0.0
feature_3250,0.0
feature_3249,0.0
feature_3248,0.0
feature_3247,0.0
feature_3259,0.0
feature_3409,0.0
feature_3408,0.0
feature_3407,0.0
feature_3406,0.0
feature_3405,0.0
feature_3404,0.0
feature_3403,0.0
feature_3402,0.0
feature_3401,0.0
feature_3400,0.0
feature_3399,0.0
feature_3328,0.0
feature_3397,0.0
feature_3396,0.0
feature_3395,0.0
feature_3394,0.0
feature_3393,0.0
feature_3392,0.0
feature_3391,0.0
feature_3390,0.0
feature_3388,0.0
feature_3387,0.0
feature_3386,0.0
feature_3398,0.0
feature_3436,0.0
feature_3435,0.0
feature_3434,0.0
feature_3432,0.0
feature_3431,0.0
feature_3430,0.0
feature_3429,0.0
feature_3427,0.0
feature_3426,0.0
feature_3425,0.0
feature_3424,0.0
feature_3410,0.0
feature_3422,0.0
feature_3421,0.0
feature_3420,0.0
feature_3419,0.0
feature_3418,0.0
feature_3417,0.0
feature_3416,0.0
feature_3415,0.0
feature_3414,0.0
feature_3413,0.0
feature_3412,0.0
feature_3411,0.0
feature_3423,0.0
feature_3354,0.0
feature_3353,0.0
feature_3352,0.0
feature_3351,0.0
feature_3350,0.0
feature_3349,0.0
feature_3348,0.0
feature_3347,0.0
feature_3346,0.0
feature_3345,0.0
feature_3344,0.0
feature_3385,0.0
feature_3341,0.0
feature_3340,0.0
feature_3339,0.0
feature_3338,0.0
feature_3337,0.0
feature_3336,0.0
feature_3335,0.0
feature_3334,0.0
feature_3333,0.0
feature_3332,0.0
feature_3331,0.0
feature_3330,0.0
feature_3342,0.0
feature_3384,0.0
feature_3383,0.0
feature_3382,0.0
feature_3381,0.0
feature_3380,0.0
feature_3379,0.0
feature_3377,0.0
feature_3376,0.0
feature_3375,0.0
feature_3374,0.0
feature_3373,0.0
feature_3355,0.0
feature_3371,0.0
feature_3369,0.0
feature_3368,0.0
feature_3366,0.0
feature_3365,0.0
feature_3364,0.0
feature_3362,0.0
feature_3360,0.0
feature_3359,0.0
feature_3358,0.0
feature_3357,0.0
feature_3356,0.0
feature_3372,0.0
feature_3085,0.0
feature_3084,0.0
feature_3083,0.0
feature_3081,0.0
feature_3080,0.0
feature_3079,0.0
feature_3078,0.0
feature_3077,0.0
feature_3076,0.0
feature_3074,0.0
feature_3072,0.0
feature_3221,0.0
feature_3070,0.0
feature_3069,0.0
feature_3068,0.0
feature_3066,0.0
feature_3065,0.0
feature_3064,0.0
feature_3063,0.0
feature_3062,0.0
feature_3061,0.0
feature_3060,0.0
feature_3059,0.0
feature_3071,0.0
feature_3111,0.0
feature_3110,0.0
feature_3109,0.0
feature_3108,0.0
feature_3107,0.0
feature_3106,0.0
feature_3105,0.0
feature_3104,0.0
feature_3103,0.0
feature_3102,0.0
feature_3101,0.0
feature_3086,0.0
feature_3099,0.0
feature_3098,0.0
feature_3097,0.0
feature_3096,0.0
feature_3095,0.0
feature_3094,0.0
feature_3093,0.0
feature_3091,0.0
feature_3090,0.0
feature_3089,0.0
feature_3088,0.0
feature_3087,0.0
feature_3100,0.0
feature_3030,0.0
feature_3029,0.0
feature_3028,0.0
feature_3026,0.0
feature_3025,0.0
feature_3024,0.0
feature_3023,0.0
feature_3022,0.0
feature_3021,0.0
feature_3019,0.0
feature_3018,0.0
feature_3058,0.0
feature_3016,0.0
feature_3015,0.0
feature_3014,0.0
feature_3013,0.0
feature_3012,0.0
feature_3011,0.0
feature_3010,0.0
feature_3009,0.0
feature_3008,0.0
feature_3007,0.0
feature_3006,0.0
feature_3005,0.0
feature_3017,0.0
feature_3057,0.0
feature_3056,0.0
feature_3055,0.0
feature_3054,0.0
feature_3052,0.0
feature_3051,0.0
feature_3050,0.0
feature_3049,0.0
feature_3048,0.0
feature_3047,0.0
feature_3046,0.0
feature_3031,0.0
feature_3044,0.0
feature_3043,0.0
feature_3042,0.0
feature_3041,0.0
feature_3039,0.0
feature_3038,0.0
feature_3037,0.0
feature_3036,0.0
feature_3035,0.0
feature_3034,0.0
feature_3033,0.0
feature_3032,0.0
feature_3045,0.0
feature_3193,0.0
feature_3192,0.0
feature_3191,0.0
feature_3190,0.0
feature_3188,0.0
feature_3187,0.0
feature_3186,0.0
feature_3185,0.0
feature_3184,0.0
feature_3183,0.0
feature_3182,0.0
feature_3112,0.0
feature_3180,0.0
feature_3178,0.0
feature_3177,0.0
feature_3176,0.0
feature_3175,0.0
feature_3174,0.0
feature_3173,0.0
feature_3172,0.0
feature_3171,0.0
feature_3170,0.0
feature_3169,0.0
feature_3181,0.0
feature_3220,0.0
feature_3219,0.0
feature_3218,0.0
feature_3217,0.0
feature_3216,0.0
feature_3215,0.0
feature_3214,0.0
feature_3213,0.0
feature_3212,0.0
feature_3211,0.0
feature_3210,0.0
feature_3194,0.0
feature_3208,0.0
feature_3207,0.0
feature_3206,0.0
feature_3205,0.0
feature_3203,0.0
feature_3202,0.0
feature_3201,0.0
feature_3199,0.0
feature_3198,0.0
feature_3197,0.0
feature_3196,0.0
feature_3195,0.0
feature_3209,0.0
feature_3140,0.0
feature_3139,0.0
feature_3137,0.0
feature_3135,0.0
feature_3134,0.0
feature_3133,0.0
feature_3132,0.0
feature_3131,0.0
feature_3130,0.0
feature_3129,0.0
feature_3128,0.0
feature_3168,0.0
feature_3124,0.0
feature_3123,0.0
feature_3122,0.0
feature_3121,0.0
feature_3120,0.0
feature_3119,0.0
feature_3118,0.0
feature_3117,0.0
feature_3116,0.0
feature_3115,0.0
feature_3114,0.0
feature_3113,0.0
feature_3127,0.0
feature_3167,0.0
feature_3166,0.0
feature_3165,0.0
feature_3164,0.0
feature_3163,0.0
feature_3162,0.0
feature_3161,0.0
feature_3160,0.0
feature_3159,0.0
feature_3158,0.0
feature_3157,0.0
feature_3141,0.0
feature_3154,0.0
feature_3152,0.0
feature_3151,0.0
feature_3150,0.0
feature_3149,0.0
feature_3148,0.0
feature_3147,0.0
feature_3146,0.0
feature_3145,0.0
feature_3144,0.0
feature_3143,0.0
feature_3142,0.0
feature_3155,0.0
feature_2000,0.0
feature_1999,0.0
feature_1998,0.0
feature_1996,0.0
feature_1995,0.0
feature_1994,0.0
feature_1993,0.0
feature_1992,0.0
feature_1991,0.0
feature_1989,0.0
feature_1988,0.0
feature_2562,0.0
feature_1986,0.0
feature_1985,0.0
feature_1984,0.0
feature_1983,0.0
feature_1982,0.0
feature_1980,0.0
feature_1979,0.0
feature_1978,0.0
feature_1977,0.0
feature_1976,0.0
feature_1975,0.0
feature_1987,0.0
feature_2026,0.0
feature_2025,0.0
feature_2024,0.0
feature_2023,0.0
feature_2022,0.0
feature_2021,0.0
feature_2020,0.0
feature_2019,0.0
feature_2018,0.0
feature_2017,0.0
feature_2016,0.0
feature_2001,0.0
feature_2014,0.0
feature_2013,0.0
feature_2012,0.0
feature_2010,0.0
feature_2009,0.0
feature_2008,0.0
feature_2007,0.0
feature_2006,0.0
feature_2005,0.0
feature_2004,0.0
feature_2003,0.0
feature_2002,0.0
feature_2015,0.0
feature_1948,0.0
feature_1947,0.0
feature_1946,0.0
feature_1945,0.0
feature_1944,0.0
feature_1943,0.0
feature_1942,0.0
feature_1940,0.0
feature_1938,0.0
feature_1937,0.0
feature_1936,0.0
feature_1974,0.0
feature_1933,0.0
feature_1932,0.0
feature_1931,0.0
feature_1930,0.0
feature_1929,0.0
feature_1928,0.0
feature_1927,0.0
feature_1926,0.0
feature_1925,0.0
feature_1924,0.0
feature_1923,0.0
feature_1934,0.0
feature_1973,0.0
feature_1972,0.0
feature_1971,0.0
feature_1970,0.0
feature_1969,0.0
feature_1968,0.0
feature_1967,0.0
feature_1966,0.0
feature_1965,0.0
feature_1964,0.0
feature_1963,0.0
feature_1949,0.0
feature_1961,0.0
feature_1960,0.0
feature_1959,0.0
feature_1958,0.0
feature_1957,0.0
feature_1956,0.0
feature_1955,0.0
feature_1954,0.0
feature_1953,0.0
feature_1952,0.0
feature_1951,0.0
feature_1950,0.0
feature_1962,0.0
feature_2108,0.0
feature_2107,0.0
feature_2105,0.0
feature_2104,0.0
feature_2103,0.0
feature_2102,0.0
feature_2101,0.0
feature_2100,0.0
feature_2099,0.0
feature_2098,0.0
feature_2097,0.0
feature_2027,0.0
feature_2095,0.0
feature_2094,0.0
feature_2091,0.0
feature_2090,0.0
feature_2089,0.0
feature_2088,0.0
feature_2087,0.0
feature_2086,0.0
feature_2085,0.0
feature_2083,0.0
feature_2082,0.0
feature_2096,0.0
feature_2137,0.0
feature_2136,0.0
feature_2135,0.0
feature_2134,0.0
feature_2133,0.0
feature_2132,0.0
feature_2131,0.0
feature_2130,0.0
feature_2129,0.0
feature_2128,0.0
feature_2127,0.0
feature_2109,0.0
feature_2124,0.0
feature_2123,0.0
feature_2121,0.0
feature_2120,0.0
feature_2119,0.0
feature_2118,0.0
feature_2117,0.0
feature_2115,0.0
feature_2114,0.0
feature_2113,0.0
feature_2112,0.0
feature_2111,0.0
feature_2125,0.0
feature_2052,0.0
feature_2051,0.0
feature_2050,0.0
feature_2049,0.0
feature_2048,0.0
feature_2047,0.0
feature_2046,0.0
feature_2045,0.0
feature_2044,0.0
feature_2043,0.0
feature_2042,0.0
feature_2081,0.0
feature_2040,0.0
feature_2039,0.0
feature_2038,0.0
feature_2036,0.0
feature_2035,0.0
feature_2034,0.0
feature_2033,0.0
feature_2032,0.0
feature_2031,0.0
feature_2030,0.0
feature_2029,0.0
feature_2028,0.0
feature_2041,0.0
feature_2080,0.0
feature_2079,0.0
feature_2078,0.0
feature_2077,0.0
feature_2076,0.0
feature_2075,0.0
feature_2074,0.0
feature_2073,0.0
feature_2072,0.0
feature_2071,0.0
feature_2070,0.0
feature_2053,0.0
feature_2067,0.0
feature_2065,0.0
feature_2064,0.0
feature_2062,0.0
feature_2061,0.0
feature_2060,0.0
feature_2059,0.0
feature_2058,0.0
feature_2057,0.0
feature_2056,0.0
feature_2055,0.0
feature_2054,0.0
feature_2068,0.0
feature_1786,0.0
feature_1784,0.0
feature_1783,0.0
feature_1782,0.0
feature_1781,0.0
feature_1780,0.0
feature_1779,0.0
feature_1778,0.0
feature_1776,0.0
feature_1775,0.0
feature_1774,0.0
feature_1922,0.0
feature_1772,0.0
feature_1771,0.0
feature_1770,0.0
feature_1769,0.0
feature_1768,0.0
feature_1765,0.0
feature_1764,0.0
feature_1763,0.0
feature_1762,0.0
feature_1761,0.0
feature_1760,0.0
feature_1773,0.0
feature_1811,0.0
feature_1810,0.0
feature_1809,0.0
feature_1808,0.0
feature_1807,0.0
feature_1806,0.0
feature_1805,0.0
feature_1804,0.0
feature_1803,0.0
feature_1802,0.0
feature_1801,0.0
feature_1787,0.0
feature_1799,0.0
feature_1798,0.0
feature_1797,0.0
feature_1796,0.0
feature_1795,0.0
feature_1794,0.0
feature_1793,0.0
feature_1792,0.0
feature_1791,0.0
feature_1790,0.0
feature_1789,0.0
feature_1788,0.0
feature_1800,0.0
feature_1731,0.0
feature_1730,0.0
feature_1729,0.0
feature_1728,0.0
feature_1727,0.0
feature_1726,0.0
feature_1725,0.0
feature_1724,0.0
feature_1723,0.0
feature_1722,0.0
feature_1721,0.0
feature_1759,0.0
feature_1719,0.0
feature_1718,0.0
feature_1717,0.0
feature_1716,0.0
feature_1715,0.0
feature_1714,0.0
feature_1713,0.0
feature_1712,0.0
feature_1711,0.0
feature_1710,0.0
feature_1709,0.0
feature_1708,0.0
feature_1720,0.0
feature_1758,0.0
feature_1757,0.0
feature_1756,0.0
feature_1755,0.0
feature_1754,0.0
feature_1753,0.0
feature_1752,0.0
feature_1751,0.0
feature_1750,0.0
feature_1749,0.0
feature_1748,0.0
feature_1732,0.0
feature_1746,0.0
feature_1745,0.0
feature_1744,0.0
feature_1743,0.0
feature_1742,0.0
feature_1741,0.0
feature_1740,0.0
feature_1739,0.0
feature_1738,0.0
feature_1736,0.0
feature_1734,0.0
feature_1733,0.0
feature_1747,0.0
feature_1894,0.0
feature_1891,0.0
feature_1890,0.0
feature_1889,0.0
feature_1888,0.0
feature_1887,0.0
feature_1886,0.0
feature_1885,0.0
feature_1884,0.0
feature_1883,0.0
feature_1882,0.0
feature_1812,0.0
feature_1880,0.0
feature_1879,0.0
feature_1878,0.0
feature_1877,0.0
feature_1876,0.0
feature_1875,0.0
feature_1874,0.0
feature_1873,0.0
feature_1872,0.0
feature_1871,0.0
feature_1870,0.0
feature_1881,0.0
feature_1921,0.0
feature_1920,0.0
feature_1919,0.0
feature_1918,0.0
feature_1917,0.0
feature_1916,0.0
feature_1915,0.0
feature_1914,0.0
feature_1913,0.0
feature_1912,0.0
feature_1911,0.0
feature_1895,0.0
feature_1909,0.0
feature_1908,0.0
feature_1907,0.0
feature_1906,0.0
feature_1905,0.0
feature_1904,0.0
feature_1903,0.0
feature_1902,0.0
feature_1899,0.0
feature_1898,0.0
feature_1897,0.0
feature_1896,0.0
feature_1910,0.0
feature_1839,0.0
feature_1838,0.0
feature_1837,0.0
feature_1836,0.0
feature_1835,0.0
feature_1834,0.0
feature_1833,0.0
feature_1832,0.0
feature_1831,0.0
feature_1830,0.0
feature_1829,0.0
feature_1869,0.0
feature_1826,0.0
feature_1824,0.0
feature_1823,0.0
feature_1822,0.0
feature_1821,0.0
feature_1820,0.0
feature_1818,0.0
feature_1817,0.0
feature_1816,0.0
feature_1815,0.0
feature_1814,0.0
feature_1813,0.0
feature_1827,0.0
feature_1868,0.0
feature_1867,0.0
feature_1866,0.0
feature_1864,0.0
feature_1863,0.0
feature_1862,0.0
feature_1860,0.0
feature_1859,0.0
feature_1858,0.0
feature_1857,0.0
feature_1856,0.0
feature_1840,0.0
feature_1854,0.0
feature_1853,0.0
feature_1852,0.0
feature_1851,0.0
feature_1850,0.0
feature_1849,0.0
feature_1848,0.0
feature_1847,0.0
feature_1846,0.0
feature_1845,0.0
feature_1844,0.0
feature_1842,0.0
feature_1855,0.0
feature_2428,0.0
feature_2427,0.0
feature_2426,0.0
feature_2425,0.0
feature_2424,0.0
feature_2423,0.0
feature_2422,0.0
feature_2421,0.0
feature_2420,0.0
feature_2419,0.0
feature_2418,0.0
feature_2138,0.0
feature_2416,0.0
feature_2415,0.0
feature_2414,0.0
feature_2413,0.0
feature_2412,0.0
feature_2411,0.0
feature_2410,0.0
feature_2409,0.0
feature_2408,0.0
feature_2407,0.0
feature_2406,0.0
feature_2417,0.0
feature_2455,0.0
feature_2454,0.0
feature_2453,0.0
feature_2452,0.0
feature_2451,0.0
feature_2450,0.0
feature_2449,0.0
feature_2448,0.0
feature_2447,0.0
feature_2445,0.0
feature_2444,0.0
feature_2429,0.0
feature_2442,0.0
feature_2441,0.0
feature_2440,0.0
feature_2438,0.0
feature_2437,0.0
feature_2436,0.0
feature_2435,0.0
feature_2434,0.0
feature_2433,0.0
feature_2432,0.0
feature_2431,0.0
feature_2430,0.0
feature_2443,0.0
feature_2378,0.0
feature_2376,0.0
feature_2375,0.0
feature_2374,0.0
feature_2373,0.0
feature_2371,0.0
feature_2370,0.0
feature_2369,0.0
feature_2368,0.0
feature_2367,0.0
feature_2366,0.0
feature_2405,0.0
feature_2364,0.0
feature_2363,0.0
feature_2362,0.0
feature_2361,0.0
feature_2360,0.0
feature_2359,0.0
feature_2358,0.0
feature_2356,0.0
feature_2355,0.0
feature_2354,0.0
feature_2353,0.0
feature_2365,0.0
feature_2404,0.0
feature_2403,0.0
feature_2402,0.0
feature_2401,0.0
feature_2400,0.0
feature_2399,0.0
feature_2398,0.0
feature_2396,0.0
feature_2395,0.0
feature_2394,0.0
feature_2393,0.0
feature_2379,0.0
feature_2391,0.0
feature_2390,0.0
feature_2389,0.0
feature_2388,0.0
feature_2387,0.0
feature_2386,0.0
feature_2385,0.0
feature_2384,0.0
feature_2383,0.0
feature_2382,0.0
feature_2381,0.0
feature_2380,0.0
feature_2392,0.0
feature_2534,0.0
feature_2533,0.0
feature_2532,0.0
feature_2531,0.0
feature_2530,0.0
feature_2528,0.0
feature_2527,0.0
feature_2526,0.0
feature_2525,0.0
feature_2524,0.0
feature_2523,0.0
feature_2456,0.0
feature_2521,0.0
feature_2520,0.0
feature_2519,0.0
feature_2518,0.0
feature_2517,0.0
feature_2516,0.0
feature_2515,0.0
feature_2514,0.0
feature_2513,0.0
feature_2511,0.0
feature_2510,0.0
feature_2522,0.0
feature_2560,0.0
feature_2559,0.0
feature_2558,0.0
feature_2557,0.0
feature_2556,0.0
feature_2555,0.0
feature_2554,0.0
feature_2553,0.0
feature_2552,0.0
feature_2551,0.0
feature_2550,0.0
feature_2535,0.0
feature_2548,0.0
feature_2546,0.0
feature_2545,0.0
feature_2544,0.0
feature_2543,0.0
feature_2542,0.0
feature_2541,0.0
feature_2540,0.0
feature_2539,0.0
feature_2538,0.0
feature_2537,0.0
feature_2536,0.0
feature_2549,0.0
feature_2481,0.0
feature_2480,0.0
feature_2479,0.0
feature_2478,0.0
feature_2477,0.0
feature_2475,0.0
feature_2474,0.0
feature_2473,0.0
feature_2472,0.0
feature_2471,0.0
feature_2470,0.0
feature_2509,0.0
feature_2468,0.0
feature_2467,0.0
feature_2466,0.0
feature_2465,0.0
feature_2464,0.0
feature_2463,0.0
feature_2462,0.0
feature_2461,0.0
feature_2460,0.0
feature_2459,0.0
feature_2458,0.0
feature_2457,0.0
feature_2469,0.0
feature_2508,0.0
feature_2507,0.0
feature_2506,0.0
feature_2505,0.0
feature_2504,0.0
feature_2503,0.0
feature_2502,0.0
feature_2501,0.0
feature_2500,0.0
feature_2499,0.0
feature_2498,0.0
feature_2482,0.0
feature_2496,0.0
feature_2495,0.0
feature_2494,0.0
feature_2493,0.0
feature_2492,0.0
feature_2490,0.0
feature_2488,0.0
feature_2487,0.0
feature_2486,0.0
feature_2485,0.0
feature_2484,0.0
feature_2483,0.0
feature_2497,0.0
feature_2216,0.0
feature_2215,0.0
feature_2213,0.0
feature_2212,0.0
feature_2211,0.0
feature_2210,0.0
feature_2209,0.0
feature_2208,0.0
feature_2207,0.0
feature_2206,0.0
feature_2205,0.0
feature_2352,0.0
feature_2203,0.0
feature_2202,0.0
feature_2201,0.0
feature_2200,0.0
feature_2199,0.0
feature_2197,0.0
feature_2196,0.0
feature_2195,0.0
feature_2194,0.0
feature_2193,0.0
feature_2191,0.0
feature_2204,0.0
feature_2245,0.0
feature_2244,0.0
feature_2242,0.0
feature_2241,0.0
feature_2240,0.0
feature_2239,0.0
feature_2238,0.0
feature_2237,0.0
feature_2236,0.0
feature_2235,0.0
feature_2234,0.0
feature_2217,0.0
feature_2232,0.0
feature_2231,0.0
feature_2230,0.0
feature_2229,0.0
feature_2227,0.0
feature_2226,0.0
feature_2224,0.0
feature_2223,0.0
feature_2222,0.0
feature_2220,0.0
feature_2219,0.0
feature_2218,0.0
feature_2233,0.0
feature_2163,0.0
feature_2162,0.0
feature_2161,0.0
feature_2160,0.0
feature_2159,0.0
feature_2158,0.0
feature_2157,0.0
feature_2156,0.0
feature_2155,0.0
feature_2154,0.0
feature_2153,0.0
feature_2190,0.0
feature_2151,0.0
feature_2150,0.0
feature_2149,0.0
feature_2148,0.0
feature_2147,0.0
feature_2146,0.0
feature_2145,0.0
feature_2144,0.0
feature_2143,0.0
feature_2142,0.0
feature_2141,0.0
feature_2140,0.0
feature_2152,0.0
feature_2189,0.0
feature_2188,0.0
feature_2187,0.0
feature_2185,0.0
feature_2184,0.0
feature_2183,0.0
feature_2182,0.0
feature_2181,0.0
feature_2180,0.0
feature_2179,0.0
feature_2178,0.0
feature_2164,0.0
feature_2176,0.0
feature_2175,0.0
feature_2174,0.0
feature_2173,0.0
feature_2172,0.0
feature_2171,0.0
feature_2170,0.0
feature_2169,0.0
feature_2168,0.0
feature_2167,0.0
feature_2166,0.0
feature_2165,0.0
feature_2177,0.0
feature_2325,0.0
feature_2324,0.0
feature_2323,0.0
feature_2321,0.0
feature_2320,0.0
feature_2319,0.0
feature_2318,0.0
feature_2317,0.0
feature_2316,0.0
feature_2315,0.0
feature_2314,0.0
feature_2246,0.0
feature_2312,0.0
feature_2311,0.0
feature_2310,0.0
feature_2309,0.0
feature_2308,0.0
feature_2307,0.0
feature_2306,0.0
feature_2305,0.0
feature_2304,0.0
feature_2302,0.0
feature_2301,0.0
feature_2313,0.0
feature_2351,0.0
feature_2350,0.0
feature_2349,0.0
feature_2348,0.0
feature_2347,0.0
feature_2346,0.0
feature_2345,0.0
feature_2344,0.0
feature_2343,0.0
feature_2342,0.0
feature_2341,0.0
feature_2326,0.0
feature_2339,0.0
feature_2337,0.0
feature_2336,0.0
feature_2335,0.0
feature_2334,0.0
feature_2333,0.0
feature_2332,0.0
feature_2331,0.0
feature_2330,0.0
feature_2329,0.0
feature_2328,0.0
feature_2327,0.0
feature_2340,0.0
feature_2273,0.0
feature_2272,0.0
feature_2271,0.0
feature_2270,0.0
feature_2269,0.0
feature_2267,0.0
feature_2265,0.0
feature_2263,0.0
feature_2262,0.0
feature_2261,0.0
feature_2260,0.0
feature_2300,0.0
feature_2258,0.0
feature_2257,0.0
feature_2256,0.0
feature_2255,0.0
feature_2254,0.0
feature_2253,0.0
feature_2252,0.0
feature_2251,0.0
feature_2250,0.0
feature_2249,0.0
feature_2248,0.0
feature_2247,0.0
feature_2259,0.0
feature_2299,0.0
feature_2298,0.0
feature_2296,0.0
feature_2295,0.0
feature_2294,0.0
feature_2293,0.0
feature_2292,0.0
feature_2291,0.0
feature_2290,0.0
feature_2289,0.0
feature_2288,0.0
feature_2274,0.0
feature_2286,0.0
feature_2285,0.0
feature_2284,0.0
feature_2283,0.0
feature_2282,0.0
feature_2281,0.0
feature_2280,0.0
feature_2279,0.0
feature_2278,0.0
feature_2277,0.0
feature_2276,0.0
feature_2275,0.0
feature_2287,0.0
